gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Adip1	Adip2	B	B_plasma	CD14+Mo	CD16+Mo	CD4+T_act	CD4+T_naive	CD8+T_em	CD8+T_te	CD8+T_trans	DC	EC10_CMC-like	EC1_cap	EC2_cap	EC3_cap	EC5_art	EC6_ven	EC7_endocardial	EC8_ln	FB2	FB3	FB4_activated	FB5	FB6	ILC	LYVE1+IGF1+MP	LYVE1+MP_cycling	LYVE1+TIMD4+MP	MAIT-like	Mast	MoMP	NC1_glial	NC2_glial_NGF+	NK_CD16hi	NK_CD56hi	PC2_atria	PC3_str	SAN_P_cell	SMC1_basic	SMC2_art	aCM1	aCM2	aCM3	aCM4	epicardium_subepicardium	myocardium
CHRNB3	Q05901	True	ACHB3_HUMAN	AcetylcholineReceptor_a6b3b4	CPI-CC05C1C7836	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
CHRNA3	P32297	True	ACHA3_HUMAN	AcetylcholineReceptor_a3b2a5	CPI-CC0067AC6C9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
CHRNA3	P32297	True	ACHA3_HUMAN	AcetylcholineReceptor_a3b4	CPI-CC073EF69CF	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
CHRNA3	P32297	True	ACHA3_HUMAN	AcetylcholineReceptor_a3b4	CPI-CC055FABA12	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
CHRNA3	P32297	True	ACHA3_HUMAN	AcetylcholineReceptor_a3b4a5	CPI-CC0253C0919	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
CHRNB2	P17787	True	ACHB2_HUMAN	AcetylcholineReceptor_a3b2a5	CPI-CC0067AC6C9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
CHRNB2	P17787	True	ACHB2_HUMAN	AcetylcholineReceptor_a4b2	CPI-CC034FE836A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
CHRNB2	P17787	True	ACHB2_HUMAN	AcetylcholineReceptor_a4b2	CPI-CC0C914AC2E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
CHRNB2	P17787	True	ACHB2_HUMAN	AcetylcholineReceptor_a4b2	CPI-CC0BB122579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
CHRNA5	P30532	True	ACHA5_HUMAN	AcetylcholineReceptor_a3b2a5	CPI-CC0067AC6C9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
CHRNA5	P30532	True	ACHA5_HUMAN	AcetylcholineReceptor_a3b4a5	CPI-CC0253C0919	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
CHRNB4	P30926	True	ACHB4_HUMAN	AcetylcholineReceptor_a3b4	CPI-CC073EF69CF	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
CHRNB4	P30926	True	ACHB4_HUMAN	AcetylcholineReceptor_a3b4	CPI-CC055FABA12	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
CHRNB4	P30926	True	ACHB4_HUMAN	AcetylcholineReceptor_a3b4a5	CPI-CC0253C0919	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
CHRNB4	P30926	True	ACHB4_HUMAN	AcetylcholineReceptor_a6b3b4	CPI-CC05C1C7836	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
CHRNA4	P43681	True	ACHA4_HUMAN	AcetylcholineReceptor_a4b2	CPI-CC034FE836A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
CHRNA4	P43681	True	ACHA4_HUMAN	AcetylcholineReceptor_a4b2	CPI-CC0C914AC2E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
CHRNA4	P43681	True	ACHA4_HUMAN	AcetylcholineReceptor_a4b2	CPI-CC0BB122579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
CHRNA4	P43681	True	ACHA4_HUMAN	AcetylcholineReceptor_a6a4b3	CPI-CC079435E2F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
CHRNA6	Q15825	True	ACHA6_HUMAN	AcetylcholineReceptor_a6a4b3	CPI-CC079435E2F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
CHRNA6	Q15825	True	ACHA6_HUMAN	AcetylcholineReceptor_a6b3b4	CPI-CC05C1C7836	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
ACVRL1	P37023	True	ACVL1_HUMAN	ACVL1_ACVR2A	CPI-SC04A52C935	0.006	0.028	0.0	0.0	0.174	0.044	0.0	0.0	0.0	0.0	0.0	0.064	0.112	0.095	0.419	0.0	0.238	0.133	0.09	0.184	0.046	0.04	0.0	0.01	0.025	0.0	0.091	0.125	0.133	0.0	0.0	0.041	0.009	0.063	0.0	0.0	0.158	0.0	0.034	0.0	0.017	0.001	0.001	0.0	0.0	0.046	0.049
ACVRL1	P37023	True	ACVL1_HUMAN	ACVL1_BMPR2	CPI-SC07C452E3D	0.006	0.028	0.0	0.0	0.174	0.044	0.0	0.0	0.0	0.0	0.0	0.064	0.112	0.095	0.648	0.0	0.238	0.133	0.09	0.184	0.046	0.04	0.26	0.01	0.025	0.0	0.091	0.125	0.133	0.0	0.0	0.041	0.009	0.063	0.0	0.0	0.158	0.0	0.034	0.0	0.017	0.001	0.001	0.0	0.0	0.046	0.049
ACVR2A	P27037	True	AVR2A_HUMAN	ACVL1_ACVR2A	CPI-SC04A52C935	0.006	0.028	0.0	0.0	0.174	0.044	0.0	0.0	0.0	0.0	0.0	0.064	0.112	0.095	0.419	0.0	0.238	0.133	0.09	0.184	0.046	0.04	0.0	0.01	0.025	0.0	0.091	0.125	0.133	0.0	0.0	0.041	0.009	0.063	0.0	0.0	0.158	0.0	0.034	0.0	0.017	0.001	0.001	0.0	0.0	0.046	0.049
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A_receptor	CPI-CC0AFC21177	0.397	0.456	0.076	0.058	0.234	0.256	0.168	0.248	0.216	0.0	0.054	0.229	0.154	0.136	0.0	0.215	0.195	0.25	0.306	0.305	0.252	0.221	0.0	0.226	0.057	0.0	0.233	0.269	0.201	0.0	0.094	0.279	0.169	0.387	0.0	0.0	0.2	0.077	0.284	0.313	0.195	0.238	0.356	0.12	0.244	0.197	0.175
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A_receptor	CPI-SC0C33040A3	0.397	0.456	0.076	0.058	0.234	0.256	0.168	0.248	0.216	0.0	0.054	0.229	0.154	0.136	0.0	0.215	0.195	0.25	0.306	0.305	0.252	0.221	0.0	0.226	0.057	0.0	0.233	0.269	0.201	0.0	0.094	0.279	0.169	0.387	0.0	0.0	0.2	0.077	0.284	0.313	0.195	0.238	0.356	0.12	0.244	0.197	0.175
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A_receptor	CPI-SC079BB7A02	0.397	0.456	0.076	0.058	0.234	0.256	0.168	0.248	0.216	0.0	0.054	0.229	0.154	0.136	0.0	0.215	0.195	0.25	0.306	0.305	0.252	0.221	0.0	0.226	0.057	0.0	0.233	0.269	0.201	0.0	0.094	0.279	0.169	0.387	0.0	0.0	0.2	0.077	0.284	0.313	0.195	0.238	0.356	0.12	0.244	0.197	0.175
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A_receptor	CPI-SC063D5B0A1	0.397	0.456	0.076	0.058	0.234	0.256	0.168	0.248	0.216	0.0	0.054	0.229	0.154	0.136	0.0	0.215	0.195	0.25	0.306	0.305	0.252	0.221	0.0	0.226	0.057	0.0	0.233	0.269	0.201	0.0	0.094	0.279	0.169	0.387	0.0	0.0	0.2	0.077	0.284	0.313	0.195	0.238	0.356	0.12	0.244	0.197	0.175
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A_receptor	CPI-SC0F78051B8	0.397	0.456	0.076	0.058	0.234	0.256	0.168	0.248	0.216	0.0	0.054	0.229	0.154	0.136	0.0	0.215	0.195	0.25	0.306	0.305	0.252	0.221	0.0	0.226	0.057	0.0	0.233	0.269	0.201	0.0	0.094	0.279	0.169	0.387	0.0	0.0	0.2	0.077	0.284	0.313	0.195	0.238	0.356	0.12	0.244	0.197	0.175
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A_receptor	CPI-SC06FA9E664	0.397	0.456	0.076	0.058	0.234	0.256	0.168	0.248	0.216	0.0	0.054	0.229	0.154	0.136	0.0	0.215	0.195	0.25	0.306	0.305	0.252	0.221	0.0	0.226	0.057	0.0	0.233	0.269	0.201	0.0	0.094	0.279	0.169	0.387	0.0	0.0	0.2	0.077	0.284	0.313	0.195	0.238	0.356	0.12	0.244	0.197	0.175
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A_receptor	CPI-CC07611BF54	0.397	0.456	0.076	0.058	0.234	0.256	0.168	0.248	0.216	0.0	0.054	0.229	0.154	0.136	0.0	0.215	0.195	0.25	0.306	0.305	0.252	0.221	0.0	0.226	0.057	0.0	0.233	0.269	0.201	0.0	0.094	0.279	0.169	0.387	0.0	0.0	0.2	0.077	0.284	0.313	0.195	0.238	0.356	0.12	0.244	0.197	0.175
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A_receptor	CPI-CC0AD71E0D3	0.397	0.456	0.076	0.058	0.234	0.256	0.168	0.248	0.216	0.0	0.054	0.229	0.154	0.136	0.0	0.215	0.195	0.25	0.306	0.305	0.252	0.221	0.0	0.226	0.057	0.0	0.233	0.269	0.201	0.0	0.094	0.279	0.169	0.387	0.0	0.0	0.2	0.077	0.284	0.313	0.195	0.238	0.356	0.12	0.244	0.197	0.175
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A_receptor	CPI-CC0288FD89F	0.274	0.267	0.0	0.058	0.076	0.193	0.07	0.035	0.032	0.0	0.036	0.105	0.064	0.141	0.131	0.294	0.147	0.097	0.16	0.418	0.099	0.051	0.0	0.143	0.146	0.295	0.123	0.17	0.151	0.065	0.084	0.076	0.037	0.208	0.0	0.102	0.121	0.106	0.065	0.313	0.191	0.057	0.109	0.048	0.073	0.034	0.053
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A_receptor	CPI-SC00C9C81E3	0.274	0.267	0.0	0.058	0.076	0.193	0.07	0.035	0.032	0.0	0.036	0.105	0.064	0.141	0.131	0.294	0.147	0.097	0.16	0.418	0.099	0.051	0.0	0.143	0.146	0.295	0.123	0.17	0.151	0.065	0.084	0.076	0.037	0.208	0.0	0.102	0.121	0.106	0.065	0.313	0.191	0.057	0.109	0.048	0.073	0.034	0.053
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A_receptor	CPI-SC0B3D321CC	0.274	0.267	0.0	0.058	0.076	0.193	0.07	0.035	0.032	0.0	0.036	0.105	0.064	0.141	0.131	0.294	0.147	0.097	0.16	0.418	0.099	0.051	0.0	0.143	0.146	0.295	0.123	0.17	0.151	0.065	0.084	0.076	0.037	0.208	0.0	0.102	0.121	0.106	0.065	0.313	0.191	0.057	0.109	0.048	0.073	0.034	0.053
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A_receptor	CPI-CC0FA8B4931	0.274	0.267	0.0	0.058	0.076	0.193	0.07	0.035	0.032	0.0	0.036	0.105	0.064	0.141	0.131	0.294	0.147	0.097	0.16	0.418	0.099	0.051	0.0	0.143	0.146	0.295	0.123	0.17	0.151	0.065	0.084	0.076	0.037	0.208	0.0	0.102	0.121	0.106	0.065	0.313	0.191	0.057	0.109	0.048	0.073	0.034	0.053
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A_receptor	CPI-CC02D192370	0.274	0.267	0.0	0.058	0.076	0.193	0.07	0.035	0.032	0.0	0.036	0.105	0.064	0.141	0.131	0.294	0.147	0.097	0.16	0.418	0.099	0.051	0.0	0.143	0.146	0.295	0.123	0.17	0.151	0.065	0.084	0.076	0.037	0.208	0.0	0.102	0.121	0.106	0.065	0.313	0.191	0.057	0.109	0.048	0.073	0.034	0.053
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1C2A_receptor	CPI-CC0021FE823	0.397	0.505	0.0	0.058	0.039	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.032	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.0	0.0	0.038	0.049	0.0	0.032	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1C2A_receptor	CPI-SC0E760DE88	0.397	0.505	0.0	0.058	0.039	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.032	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.0	0.0	0.038	0.049	0.0	0.032	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1C2A_receptor	CPI-CC0BDA1C176	0.397	0.505	0.0	0.058	0.039	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.032	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.0	0.0	0.038	0.049	0.0	0.032	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1C2A_receptor	CPI-CC08375F742	0.397	0.505	0.0	0.058	0.039	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.032	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.0	0.0	0.038	0.049	0.0	0.032	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-SC0464F1C6E	0.397	0.505	0.144	0.058	0.524	0.217	0.281	0.332	0.382	0.0	0.054	0.3	0.056	0.0	0.165	0.0	0.073	0.053	0.306	0.17	0.497	0.429	0.0	0.316	0.47	0.245	0.433	0.35	0.511	0.407	0.094	0.436	0.188	0.387	0.226	0.179	0.267	0.199	0.284	0.313	0.227	0.238	0.356	0.12	0.244	0.197	0.175
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-SC052486D3E	0.397	0.505	0.144	0.058	0.524	0.217	0.281	0.332	0.382	0.0	0.054	0.3	0.056	0.0	0.165	0.0	0.073	0.053	0.306	0.17	0.497	0.429	0.0	0.316	0.47	0.245	0.433	0.35	0.511	0.407	0.094	0.436	0.188	0.387	0.226	0.179	0.267	0.199	0.284	0.313	0.227	0.238	0.356	0.12	0.244	0.197	0.175
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-SC09FC5131F	0.397	0.505	0.144	0.058	0.524	0.217	0.281	0.332	0.382	0.0	0.054	0.3	0.056	0.0	0.165	0.0	0.073	0.053	0.306	0.17	0.497	0.429	0.0	0.316	0.47	0.245	0.433	0.35	0.511	0.407	0.094	0.436	0.188	0.387	0.226	0.179	0.267	0.199	0.284	0.313	0.227	0.238	0.356	0.12	0.244	0.197	0.175
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-SC0C97FACEA	0.397	0.505	0.144	0.058	0.524	0.217	0.281	0.332	0.382	0.0	0.054	0.3	0.056	0.0	0.165	0.0	0.073	0.053	0.306	0.17	0.497	0.429	0.0	0.316	0.47	0.245	0.433	0.35	0.511	0.407	0.094	0.436	0.188	0.387	0.226	0.179	0.267	0.199	0.284	0.313	0.227	0.238	0.356	0.12	0.244	0.197	0.175
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-SC0BACF0481	0.397	0.505	0.144	0.058	0.524	0.217	0.281	0.332	0.382	0.0	0.054	0.3	0.056	0.0	0.165	0.0	0.073	0.053	0.306	0.17	0.497	0.429	0.0	0.316	0.47	0.245	0.433	0.35	0.511	0.407	0.094	0.436	0.188	0.387	0.226	0.179	0.267	0.199	0.284	0.313	0.227	0.238	0.356	0.12	0.244	0.197	0.175
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-SC0F5A1D137	0.397	0.505	0.144	0.058	0.524	0.217	0.281	0.332	0.382	0.0	0.054	0.3	0.056	0.0	0.165	0.0	0.073	0.053	0.306	0.17	0.497	0.429	0.0	0.316	0.47	0.245	0.433	0.35	0.511	0.407	0.094	0.436	0.188	0.387	0.226	0.179	0.267	0.199	0.284	0.313	0.227	0.238	0.356	0.12	0.244	0.197	0.175
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-SC061191F76	0.397	0.505	0.144	0.058	0.524	0.217	0.281	0.332	0.382	0.0	0.054	0.3	0.056	0.0	0.165	0.0	0.073	0.053	0.306	0.17	0.497	0.429	0.0	0.316	0.47	0.245	0.433	0.35	0.511	0.407	0.094	0.436	0.188	0.387	0.226	0.179	0.267	0.199	0.284	0.313	0.227	0.238	0.356	0.12	0.244	0.197	0.175
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-SC00694A66B	0.397	0.505	0.144	0.058	0.524	0.217	0.281	0.332	0.382	0.0	0.054	0.3	0.056	0.0	0.165	0.0	0.073	0.053	0.306	0.17	0.497	0.429	0.0	0.316	0.47	0.245	0.433	0.35	0.511	0.407	0.094	0.436	0.188	0.387	0.226	0.179	0.267	0.199	0.284	0.313	0.227	0.238	0.356	0.12	0.244	0.197	0.175
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-SC08FDDEC16	0.397	0.505	0.144	0.058	0.524	0.217	0.281	0.332	0.382	0.0	0.054	0.3	0.056	0.0	0.165	0.0	0.073	0.053	0.306	0.17	0.497	0.429	0.0	0.316	0.47	0.245	0.433	0.35	0.511	0.407	0.094	0.436	0.188	0.387	0.226	0.179	0.267	0.199	0.284	0.313	0.227	0.238	0.356	0.12	0.244	0.197	0.175
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-SC05FF723A3	0.008	0.093	0.0	0.0	0.0	0.0	0.02	0.0	0.011	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.02	0.217	0.306	0.063	0.008	0.016	0.0	0.036	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.188	0.387	0.0	0.0	0.099	0.0	0.028	0.046	0.056	0.004	0.002	0.028	0.002	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-SC00DB2B867	0.008	0.093	0.0	0.0	0.0	0.0	0.02	0.0	0.011	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.02	0.217	0.306	0.063	0.008	0.016	0.0	0.036	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.188	0.387	0.0	0.0	0.099	0.0	0.028	0.046	0.056	0.004	0.002	0.028	0.002	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-SC00CF68ED3	0.008	0.093	0.0	0.0	0.0	0.0	0.02	0.0	0.011	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.02	0.217	0.306	0.063	0.008	0.016	0.0	0.036	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.188	0.387	0.0	0.0	0.099	0.0	0.028	0.046	0.056	0.004	0.002	0.028	0.002	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-SC0C676F3BE	0.008	0.093	0.0	0.0	0.0	0.0	0.02	0.0	0.011	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.02	0.217	0.306	0.063	0.008	0.016	0.0	0.036	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.188	0.387	0.0	0.0	0.099	0.0	0.028	0.046	0.056	0.004	0.002	0.028	0.002	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-SC0D389E644	0.008	0.093	0.0	0.0	0.0	0.0	0.02	0.0	0.011	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.02	0.217	0.306	0.063	0.008	0.016	0.0	0.036	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.188	0.387	0.0	0.0	0.099	0.0	0.028	0.046	0.056	0.004	0.002	0.028	0.002	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-SC0079A1C11	0.008	0.093	0.0	0.0	0.0	0.0	0.02	0.0	0.011	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.02	0.217	0.306	0.063	0.008	0.016	0.0	0.036	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.188	0.387	0.0	0.0	0.099	0.0	0.028	0.046	0.056	0.004	0.002	0.028	0.002	0.0	0.0
