gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Astro	CC1	CC2	CC3	Endo	L2/3 IT	L4	L5 PT	L6 CT	L6 IT	L6b	Lamp5	NP	Pvalb	Sncg	Sst	Vip
NDP	Q00604	False	NDP_HUMAN		CPI-SC0560E3B5F	0.456	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0	0.0	0.095	0.011	0.0	0.064	0.0	0.011
WNT1	P04628	False	WNT1_HUMAN		CPI-SC09D3FA32B	0.0	0.003	0.0	0.001	0.0	0.006	0.0	0.002	0.002	0.005	0.0	0.001	0.0	0.0	0.001	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SC0953D36EF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC060CAF2BD	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.001	0.004	0.0	0.0	0.003	0.0	0.0	0.062	0.029	0.024
WNT2	P09544	False	WNT2_HUMAN		CPI-SC001BD2F39	0.0	0.214	0.151	0.114	0.0	0.084	0.06	0.073	0.144	0.196	0.018	0.022	0.0	0.001	0.093	0.015	0.091
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC05D7BF6AC	0.0	0.006	0.0	0.006	0.0	0.006	0.023	0.007	0.011	0.007	0.009	0.003	0.002	0.009	0.001	0.007	0.004
WNT3	P56703	False	WNT3_HUMAN		CPI-SC09E6AC2F5	0.0	0.033	0.0	0.009	0.0	0.011	0.011	0.002	0.006	0.007	0.006	0.004	0.0	0.002	0.005	0.003	0.006
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC0BCA5D6A5	0.0	0.0	0.0	0.006	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SC09C59F73D	0.004	0.216	0.282	0.264	0.0	0.341	0.234	0.107	0.004	0.272	0.444	0.002	0.0	0.004	0.012	0.0	0.004
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC016937C58	0.018	0.016	0.0	0.005	0.008	0.02	0.012	0.052	0.006	0.007	0.001	0.059	0.0	0.004	0.546	0.011	0.367
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC0D721C667	0.0	0.008	0.0	0.018	0.07	0.0	0.003	0.003	0.0	0.0	0.139	0.0	0.0	0.01	0.065	0.002	0.227
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC056F2D04E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.01	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC0BAD0A831	0.307	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.006	0.0	0.0	0.004	0.032	0.211
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC090C59110	0.227	0.053	0.02	0.084	0.0	0.007	0.005	0.0	0.017	0.019	0.005	0.012	0.0	0.0	0.019	0.0	0.003
WNT8A	Q9H1J5	False	WNT8A_HUMAN		CPI-SC022BEBD83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.006	0.0	0.0	0.001	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC0CDC53EF1	0.0	0.048	0.078	0.066	0.0	0.035	0.153	0.062	0.035	0.048	0.026	0.001	0.0	0.0	0.004	0.003	0.004
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SC096736E48	0.0	0.0	0.001	0.0	0.0	0.002	0.005	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NELL2	Q99435	False	NELL2_HUMAN		CPI-SS02B2C16ED	0.02	1.217	0.935	0.313	0.013	1.461	1.045	0.823	0.886	1.576	1.085	0.415	0.622	0.248	0.356	0.109	0.52
NTN1	O95631	False	NET1_HUMAN		CPI-SS04F1CBF06	0.0	0.0	0.0	0.0	0.095	0.0	0.001	0.001	0.002	0.0	0.001	0.064	0.013	0.002	0.0	0.028	0.016
NTN1	O95631	False	NET1_HUMAN		CPI-SS0E3C09735	0.0	0.0	0.0	0.0	0.095	0.0	0.001	0.001	0.002	0.0	0.001	0.064	0.013	0.002	0.0	0.028	0.016
NTN1	O95631	False	NET1_HUMAN		CPI-SS0503D8A55	0.0	0.0	0.0	0.0	0.095	0.0	0.001	0.001	0.002	0.0	0.001	0.064	0.013	0.002	0.0	0.028	0.016
NTN1	O95631	False	NET1_HUMAN		CPI-SS00C9DE87A	0.0	0.0	0.0	0.0	0.095	0.0	0.001	0.001	0.002	0.0	0.001	0.064	0.013	0.002	0.0	0.028	0.016
NTN4	Q9HB63	False	NET4_HUMAN		CPI-SS0C72D53A2	0.012	0.033	0.0	0.0	0.0	0.02	0.059	0.005	0.0	0.008	0.0	0.017	0.002	0.115	0.006	0.065	0.02
NTN1	O95631	False	NET1_HUMAN		CPI-SS07660BCA2	0.0	0.0	0.0	0.0	0.095	0.0	0.001	0.001	0.002	0.0	0.001	0.064	0.013	0.002	0.0	0.028	0.016
NTN4	Q9HB63	False	NET4_HUMAN		CPI-SS0BA4E3F44	0.012	0.033	0.0	0.0	0.0	0.02	0.059	0.005	0.0	0.008	0.0	0.017	0.002	0.115	0.006	0.065	0.02
OXT	P01178	False	NEU1_HUMAN		CPI-SS04B547174	0.004	0.0	0.0	0.0	0.0	0.003	0.008	0.0	0.003	0.001	0.001	0.003	0.0	0.001	0.0	0.001	0.001
AVP	P01185	False	NEU2_HUMAN		CPI-SS0C916344D	0.0	0.0	0.0	0.001	0.0	0.009	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OXT	P01178	False	NEU1_HUMAN		CPI-SS0E8F8E4F1	0.004	0.0	0.0	0.0	0.0	0.003	0.008	0.0	0.003	0.001	0.001	0.003	0.0	0.001	0.0	0.001	0.001
AVP	P01185	False	NEU2_HUMAN		CPI-SS00399ED03	0.0	0.0	0.0	0.001	0.0	0.009	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OXT	P01178	False	NEU1_HUMAN		CPI-SS03142ADA9	0.004	0.0	0.0	0.0	0.0	0.003	0.008	0.0	0.003	0.001	0.001	0.003	0.0	0.001	0.0	0.001	0.001
AVP	P01185	False	NEU2_HUMAN		CPI-SS02D4E44C7	0.0	0.0	0.0	0.001	0.0	0.009	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OXT	P01178	False	NEU1_HUMAN		CPI-SS0A5B111F1	0.004	0.0	0.0	0.0	0.0	0.003	0.008	0.0	0.003	0.001	0.001	0.003	0.0	0.001	0.0	0.001	0.001
AVP	P01185	False	NEU2_HUMAN		CPI-SS0FCF733EA	0.0	0.0	0.0	0.001	0.0	0.009	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NTS	P30990	False	NEUT_HUMAN		CPI-SS06C93E09A	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0
NTS	P30990	False	NEUT_HUMAN		CPI-SS0BF87B9DD	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0
LCN2	P80188	False	NGAL_HUMAN		CPI-SS0D5A3EC0A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NGF	P01138	False	NGF_HUMAN		CPI-SS052127A00	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.404	0.69	0.0	0.32	0.159	0.025	0.292
NTF3	P20783	False	NTF3_HUMAN		CPI-SS0BE3867AB	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.005	0.005	0.0	0.0	0.0	0.027	0.013	0.0	0.0
NMU	P48645	False	NMU_HUMAN		CPI-SS018BD4882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NMS	Q5H8A3	False	NMS_HUMAN		CPI-SS0148BDF1C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPB	Q8NG41	False	NPB_HUMAN		CPI-SS031151895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.001	0.001	0.001	0.0	0.003	0.0
NPW	Q8N729	False	NPW_HUMAN		CPI-SS0888931C5	0.0	0.021	0.0	0.0	0.0	0.009	0.008	0.0	0.001	0.016	0.006	0.0	0.0	0.0	0.0	0.001	0.0
NRTN	Q99748	False	NRTN_HUMAN		CPI-SC060C69786	0.005	0.0	0.0	0.0	0.0	0.001	0.0	0.114	0.001	0.001	0.002	0.226	0.028	0.087	0.222	0.065	0.167
NTF3	P20783	False	NTF3_HUMAN		CPI-SS05162C56B	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.005	0.005	0.0	0.0	0.0	0.027	0.013	0.0	0.0
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS01D36DDFA	0.476	0.89	0.973	0.951	0.016	1.018	1.006	0.812	0.541	1.066	0.577	0.651	0.737	0.806	0.587	0.694	0.769
NXNL1	Q96CM4	False	NXNL1_HUMAN		CPI-SC053A6A748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.006	0.005	0.0	0.006	0.002
HCRT	O43612	False	OREX_HUMAN		CPI-SS084816B12	0.003	0.003	0.001	0.002	0.0	0.004	0.007	0.002	0.003	0.003	0.0	0.001	0.003	0.002	0.003	0.004	0.0
HCRT	O43612	False	OREX_HUMAN		CPI-SS02461AE98	0.003	0.003	0.001	0.002	0.0	0.004	0.007	0.002	0.003	0.003	0.0	0.001	0.003	0.002	0.003	0.004	0.0
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS02CCE14A7	0.0	0.531	0.317	0.068	0.0	0.315	0.57	0.819	0.035	0.096	0.074	0.019	0.036	0.0	0.0	0.0	0.0
SCT	P09683	False	SECR_HUMAN		CPI-SS0CB25BBAE	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.001	0.001	0.008
VIP	P01282	False	VIP_HUMAN		CPI-SS05B60E59C	0.026	0.003	0.002	0.001	0.011	0.009	0.006	0.003	0.005	0.006	0.003	0.093	0.008	0.015	3.139	0.011	5.223
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0133239EA	0.0	0.531	0.317	0.068	0.0	0.315	0.57	0.819	0.035	0.096	0.074	0.019	0.036	0.0	0.0	0.0	0.0
VIP	P01282	False	VIP_HUMAN		CPI-SS06102CC06	0.026	0.003	0.002	0.001	0.011	0.009	0.006	0.003	0.005	0.006	0.003	0.093	0.008	0.015	3.139	0.011	5.223
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS062DED513	0.0	0.531	0.317	0.068	0.0	0.315	0.57	0.819	0.035	0.096	0.074	0.019	0.036	0.0	0.0	0.0	0.0
SCT	P09683	False	SECR_HUMAN		CPI-SS0EC70F078	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.001	0.001	0.008
VIP	P01282	False	VIP_HUMAN		CPI-SS0C8A09915	0.026	0.003	0.002	0.001	0.011	0.009	0.006	0.003	0.005	0.006	0.003	0.093	0.008	0.015	3.139	0.011	5.223
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS0D7DB794A	0.0	0.061	0.002	0.0	0.093	0.003	0.016	0.003	0.001	0.006	0.0	0.008	0.0	0.008	0.005	0.003	0.0
PDGFA	P04085	False	PDGFA_HUMAN		CPI-SS0B70EB09E	0.021	0.333	0.322	0.327	0.213	0.483	0.275	0.453	0.244	0.502	0.09	0.391	0.181	0.249	0.524	0.241	0.497
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0FEEB187C	0.001	0.244	0.344	0.23	0.615	0.244	0.298	0.172	0.149	0.236	0.066	0.053	0.003	0.029	0.022	0.036	0.012
PDGFC	Q9NRA1	False	PDGFC_HUMAN		CPI-SS06DA9B4FE	0.042	0.018	0.022	0.0	0.0	0.049	0.0	0.066	0.047	0.053	0.135	0.0	0.0	0.0	0.0	0.008	0.003
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SC00DF4C861	0.001	0.244	0.344	0.23	0.615	0.244	0.298	0.172	0.149	0.236	0.066	0.053	0.003	0.029	0.022	0.036	0.012
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-SC042177446	0.031	0.0	0.0	0.0	0.697	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.0	0.0	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS05A26A1DE	0.001	0.244	0.344	0.23	0.615	0.244	0.298	0.172	0.149	0.236	0.066	0.053	0.003	0.029	0.022	0.036	0.012
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-SS0B3C76C9D	0.031	0.0	0.0	0.0	0.697	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.0	0.0	0.0
PECAM1	P16284	False	PECA1_HUMAN		CPI-SS0E0DEA7D5	0.0	0.0	0.0	0.0	1.781	0.002	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.001	0.0	0.001	0.001
PGF	P49763	False	PLGF_HUMAN		CPI-SC0B51DC960	0.022	0.024	0.079	0.024	0.034	0.023	0.02	0.042	0.049	0.04	0.018	0.094	0.06	0.028	0.039	0.017	0.02
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SC0AFC650CD	1.477	0.171	0.193	0.251	0.0	0.157	0.146	0.266	0.095	0.193	0.145	0.283	0.279	0.452	0.274	0.31	0.285
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SC03F1C301F	0.536	0.439	0.399	0.484	0.012	0.27	0.243	0.511	0.353	0.296	0.496	0.49	0.635	0.832	0.456	0.645	0.502
PGF	P49763	False	PLGF_HUMAN		CPI-SS01790830C	0.022	0.024	0.079	0.024	0.034	0.023	0.02	0.042	0.049	0.04	0.018	0.094	0.06	0.028	0.039	0.017	0.02
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SS034083FFA	0.0	0.324	0.177	0.197	0.001	0.353	0.452	0.056	0.481	0.306	0.38	0.02	0.026	0.215	0.0	0.502	0.003
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS043E22BF5	1.477	0.171	0.193	0.251	0.0	0.157	0.146	0.266	0.095	0.193	0.145	0.283	0.279	0.452	0.274	0.31	0.285
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS00508D1C2	0.536	0.439	0.399	0.484	0.012	0.27	0.243	0.511	0.353	0.296	0.496	0.49	0.635	0.832	0.456	0.645	0.502
PGF	P49763	False	PLGF_HUMAN		CPI-SS065D9259F	0.022	0.024	0.079	0.024	0.034	0.023	0.02	0.042	0.049	0.04	0.018	0.094	0.06	0.028	0.039	0.017	0.02
SEMA3C	Q99985	False	SEM3C_HUMAN		CPI-SS0F67B526A	0.001	0.141	0.0	0.0	1.668	0.003	0.025	0.124	0.0	0.075	0.013	1.042	0.0	0.0	1.651	0.131	0.8
SEMA3F	Q13275	False	SEM3F_HUMAN		CPI-SS0674B0F46	0.0	0.005	0.044	0.019	0.07	0.021	0.133	0.036	0.042	0.017	0.024	0.005	0.014	0.004	0.0	0.014	0.003
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS046F8AD8B	1.477	0.171	0.193	0.251	0.0	0.157	0.146	0.266	0.095	0.193	0.145	0.283	0.279	0.452	0.274	0.31	0.285
PGF	P49763	False	PLGF_HUMAN		CPI-SS07361522F	0.022	0.024	0.079	0.024	0.034	0.023	0.02	0.042	0.049	0.04	0.018	0.094	0.06	0.028	0.039	0.017	0.02
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0B9B3870A	1.477	0.171	0.193	0.251	0.0	0.157	0.146	0.266	0.095	0.193	0.145	0.283	0.279	0.452	0.274	0.31	0.285
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS00D51DD37	0.536	0.439	0.399	0.484	0.012	0.27	0.243	0.511	0.353	0.296	0.496	0.49	0.635	0.832	0.456	0.645	0.502
PNOC	Q13519	False	PNOC_HUMAN		CPI-SS0DAB76F63	0.001	0.0	0.001	0.001	0.0	0.005	0.002	0.001	0.001	0.001	0.002	1.445	0.01	0.189	1.351	0.228	1.061
PRL	P01236	False	PRL_HUMAN		CPI-SS00689751B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROK1	P58294	False	PROK1_HUMAN		CPI-SS04465565A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
PROK2	Q9HC23	False	PROK2_HUMAN		CPI-SS0AEED3EB0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.007	0.0	0.0	0.028	0.002	0.029
PTHLH	P12272	False	PTHR_HUMAN		CPI-SS058E608D0	0.0	0.033	0.0	0.082	0.0	0.0	0.031	0.004	0.005	0.002	0.0	0.142	0.0	0.572	0.0	0.015	1.633
NPY	P01303	False	NPY_HUMAN		CPI-SS07EC71D8C	0.012	0.005	0.004	0.002	0.007	0.007	0.004	0.004	0.004	0.041	0.02	3.495	0.018	1.135	2.048	2.456	0.823
PSPN	O60542	False	PSPN_HUMAN		CPI-SC014EF7114	0.008	0.001	0.001	0.002	0.0	0.001	0.003	0.001	0.001	0.001	0.0	0.001	0.001	0.002	0.004	0.001	0.003
PTHLH	P12272	False	PTHR_HUMAN		CPI-SS0483CE4ED	0.0	0.033	0.0	0.082	0.0	0.0	0.031	0.004	0.005	0.002	0.0	0.142	0.0	0.572	0.0	0.015	1.633
PTH2	Q96A98	False	TIP39_HUMAN		CPI-SS06CBEA807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.007	0.0	0.004	0.0	0.0	0.0	0.0
PTHLH	P12272	False	PTHR_HUMAN		CPI-SS012B216F6	0.0	0.033	0.0	0.082	0.0	0.0	0.031	0.004	0.005	0.002	0.0	0.142	0.0	0.572	0.0	0.015	1.633
PTH2	Q96A98	False	TIP39_HUMAN		CPI-SS07E3769D0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.007	0.0	0.004	0.0	0.0	0.0	0.0
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0CBC7840D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.006	0.0
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0822AEF5F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.006	0.0
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS09C4AEB2C	0.476	0.89	0.973	0.951	0.016	1.018	1.006	0.812	0.541	1.066	0.577	0.651	0.737	0.806	0.587	0.694	0.769
PTPRD	P23468	False	PTPRD_HUMAN		CPI-SS0EB57E889	0.276	1.245	1.789	1.527	0.028	1.346	1.987	1.059	1.324	1.035	1.155	0.798	1.715	0.788	0.456	0.278	1.505
PTPRF	P10586	False	PTPRF_HUMAN		CPI-SS0DE19DA51	0.225	0.028	0.17	0.158	0.0	0.205	0.217	0.255	0.1	0.131	0.101	0.101	0.179	0.079	0.348	0.146	0.113
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS00D3FBCB5	0.476	0.89	0.973	0.951	0.016	1.018	1.006	0.812	0.541	1.066	0.577	0.651	0.737	0.806	0.587	0.694	0.769
PTPRD	P23468	False	PTPRD_HUMAN		CPI-SS0F13AF9A5	0.276	1.245	1.789	1.527	0.028	1.346	1.987	1.059	1.324	1.035	1.155	0.798	1.715	0.788	0.456	0.278	1.505
PTPRF	P10586	False	PTPRF_HUMAN		CPI-SS03262D418	0.225	0.028	0.17	0.158	0.0	0.205	0.217	0.255	0.1	0.131	0.101	0.101	0.179	0.079	0.348	0.146	0.113
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0DDF6C456	0.476	0.89	0.973	0.951	0.016	1.018	1.006	0.812	0.541	1.066	0.577	0.651	0.737	0.806	0.587	0.694	0.769
PTPRD	P23468	False	PTPRD_HUMAN		CPI-SS0AC3CE834	0.276	1.245	1.789	1.527	0.028	1.346	1.987	1.059	1.324	1.035	1.155	0.798	1.715	0.788	0.456	0.278	1.505
PTPRF	P10586	False	PTPRF_HUMAN		CPI-SS0CD0854FD	0.225	0.028	0.17	0.158	0.0	0.205	0.217	0.255	0.1	0.131	0.101	0.101	0.179	0.079	0.348	0.146	0.113
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0BD5DC77B	0.476	0.89	0.973	0.951	0.016	1.018	1.006	0.812	0.541	1.066	0.577	0.651	0.737	0.806	0.587	0.694	0.769
NRXN1	Q9ULB1	False	NRX1A_HUMAN		CPI-SS0D4C69A69	1.736	1.739	2.609	1.962	0.003	2.302	2.946	1.692	1.768	1.643	2.219	1.455	1.993	1.448	1.714	1.436	1.978
NRXN2	P58401	False	NRX2B_HUMAN		CPI-SS06C20661D	0.173	0.134	0.218	0.158	0.001	0.246	0.232	0.167	0.119	0.139	0.128	0.169	0.161	0.139	0.249	0.196	0.377
NRXN3	Q9HDB5	False	NRX3B_HUMAN		CPI-SS08675109C	0.035	0.824	0.915	0.359	0.003	1.02	1.149	0.818	1.111	0.747	0.761	1.154	0.281	1.019	2.238	1.473	1.684
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0E4DCF694	0.476	0.89	0.973	0.951	0.016	1.018	1.006	0.812	0.541	1.066	0.577	0.651	0.737	0.806	0.587	0.694	0.769
PTPRD	P23468	False	PTPRD_HUMAN		CPI-SS06602B42B	0.276	1.245	1.789	1.527	0.028	1.346	1.987	1.059	1.324	1.035	1.155	0.798	1.715	0.788	0.456	0.278	1.505
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0620B49D4	0.476	0.89	0.973	0.951	0.016	1.018	1.006	0.812	0.541	1.066	0.577	0.651	0.737	0.806	0.587	0.694	0.769
PTPRD	P23468	False	PTPRD_HUMAN		CPI-SS03ACF41DF	0.276	1.245	1.789	1.527	0.028	1.346	1.987	1.059	1.324	1.035	1.155	0.798	1.715	0.788	0.456	0.278	1.505
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS08AFCDA64	0.476	0.89	0.973	0.951	0.016	1.018	1.006	0.812	0.541	1.066	0.577	0.651	0.737	0.806	0.587	0.694	0.769
OLR1	P78380	False	OLR1_HUMAN		CPI-SS0AE6D82FF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS02C8BAA32	0.476	0.89	0.973	0.951	0.016	1.018	1.006	0.812	0.541	1.066	0.577	0.651	0.737	0.806	0.587	0.694	0.769
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS09C1364FD	0.476	0.89	0.973	0.951	0.016	1.018	1.006	0.812	0.541	1.066	0.577	0.651	0.737	0.806	0.587	0.694	0.769
PVR	P15151	False	PVR_HUMAN		CPI-SS0A8627ED6	0.036	0.023	0.048	0.032	0.19	0.044	0.066	0.052	0.064	0.039	0.046	0.063	0.018	0.044	0.044	0.044	0.053
PVR	P15151	False	PVR_HUMAN		CPI-SS0B84DAE3D	0.036	0.023	0.048	0.032	0.19	0.044	0.066	0.052	0.064	0.039	0.046	0.063	0.018	0.044	0.044	0.044	0.053
RARRES2	Q99969	False	RARR2_HUMAN		CPI-SS0CDEE4A57	0.25	0.0	0.0	0.0	0.025	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001
RLN2	P04090	False	REL2_HUMAN		CPI-SS045EC4F7D	0.0	0.005	0.0	0.0	0.0	0.003	0.001	0.0	0.004	0.011	0.001	0.002	0.0	0.0	0.041	0.132	0.01
RLN3	Q8WXF3	False	REL3_HUMAN		CPI-SS031E35270	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0
RELN	P78509	False	RELN_HUMAN		CPI-SS0AD2A36FE	0.019	0.0	0.0	0.0	0.0	0.165	0.0	0.553	0.0	0.0	0.0	1.388	0.0	0.042	0.988	1.071	0.176
RELN	P78509	False	RELN_HUMAN		CPI-SS06DF3325D	0.019	0.0	0.0	0.0	0.0	0.165	0.0	0.553	0.0	0.0	0.0	1.388	0.0	0.042	0.988	1.071	0.176
REN	P00797	False	RENI_HUMAN		CPI-SS0772C9606	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RBP4	P02753	False	RET4_HUMAN		CPI-SS0ABEE4D3D	0.0	0.289	0.362	0.338	0.001	0.061	0.255	0.446	0.139	0.059	0.029	0.02	0.427	1.396	0.035	2.256	0.551
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SC0E7F51B25	0.028	0.0	0.041	0.0	0.0	0.034	0.961	0.021	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.109
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SC031A56DEB	0.0	0.072	0.041	0.013	0.0	0.328	0.163	0.047	0.061	0.18	0.002	0.0	0.147	0.0	0.0	0.001	0.022
WNT1	P04628	False	WNT1_HUMAN		CPI-SC0E8623846	0.0	0.003	0.0	0.001	0.0	0.006	0.0	0.002	0.002	0.005	0.0	0.001	0.0	0.0	0.001	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SC0B9D5B3BB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC08F2BED38	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.001	0.004	0.0	0.0	0.003	0.0	0.0	0.062	0.029	0.024
WNT2	P09544	False	WNT2_HUMAN		CPI-SC061351B3F	0.0	0.214	0.151	0.114	0.0	0.084	0.06	0.073	0.144	0.196	0.018	0.022	0.0	0.001	0.093	0.015	0.091
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC077E857AE	0.0	0.006	0.0	0.006	0.0	0.006	0.023	0.007	0.011	0.007	0.009	0.003	0.002	0.009	0.001	0.007	0.004
WNT3	P56703	False	WNT3_HUMAN		CPI-SC07648DD90	0.0	0.033	0.0	0.009	0.0	0.011	0.011	0.002	0.006	0.007	0.006	0.004	0.0	0.002	0.005	0.003	0.006
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC01C2F8BE5	0.0	0.0	0.0	0.006	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SC028E09B43	0.004	0.216	0.282	0.264	0.0	0.341	0.234	0.107	0.004	0.272	0.444	0.002	0.0	0.004	0.012	0.0	0.004
