gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	#B16BA8	#F39426	B cells Memory	B cells Naive	CAFs MSC iCAF-like	CAFs myCAF-like	Cancer Basal SC	Cycling T-cells	Cycling_Myeloid	DCs	Endothelial ACKR1	Endothelial CXCL12	Endothelial RGS5	Luminal Progenitors	Macrophage	Mature Luminal	Monocyte	Myoepithelial	NK cells	NKT cells	PVL Differentiated	PVL Immature	Plasmablasts	T cells CD4+	T cells CD8+
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC03A2FEB5C	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.003	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC0552DC1E5	0.0	0.011	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.005	0.0	0.017	0.0	0.0	0.0	0.0	0.007	0.0	0.009
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SC012DB3194	0.019	0.039	0.0	0.0	0.009	0.017	0.0	0.11	0.0	0.201	0.0	0.0	0.0	0.004	0.009	0.0	0.0	0.034	0.025	0.173	0.0	0.012	0.159	0.125	0.044
WNT1	P04628	False	WNT1_HUMAN		CPI-SC081332276	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.013	0.009
WNT11	O96014	False	WNT11_HUMAN		CPI-SC08E2BBB8C	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC04CC06812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.003
WNT2	P09544	False	WNT2_HUMAN		CPI-SC03346B36E	0.0	0.0	0.0	0.0	0.402	0.548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.005
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC0FBD05A5F	0.009	0.01	0.0	0.0	0.034	0.041	0.0	0.0	0.0	0.009	0.041	0.0	0.078	0.004	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT3	P56703	False	WNT3_HUMAN		CPI-SC0AA850318	0.0	0.018	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC00806A658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SC0A1AC8874	0.011	0.01	0.0	0.0	0.0	0.005	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC027A59AFB	0.002	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.047	0.0	0.0	0.0	0.024	0.002	0.04	0.075	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC01FEEE70F	0.032	0.071	0.0	0.0	0.011	0.004	0.062	0.0	0.016	0.021	0.0	0.0	0.0	0.003	0.005	0.002	0.026	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC03754EC20	0.083	0.088	0.182	0.0	0.02	0.0	0.043	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.005	0.0	0.035	0.0	0.0	0.0	0.096	0.0	0.007	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC032AE5D59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC0F9CBA955	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.003	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC0B092EF65	0.0	0.011	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.005	0.0	0.017	0.0	0.0	0.0	0.0	0.007	0.0	0.009
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SC0991BCC7F	0.019	0.039	0.0	0.0	0.009	0.017	0.0	0.11	0.0	0.201	0.0	0.0	0.0	0.004	0.009	0.0	0.0	0.034	0.025	0.173	0.0	0.012	0.159	0.125	0.044
WNT1	P04628	False	WNT1_HUMAN		CPI-SC02A954FD8	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.013	0.009
WNT11	O96014	False	WNT11_HUMAN		CPI-SC0FD6A26C5	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC0B3222CB2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.003
WNT2	P09544	False	WNT2_HUMAN		CPI-SC059A22B9E	0.0	0.0	0.0	0.0	0.402	0.548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.005
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC081C6762E	0.009	0.01	0.0	0.0	0.034	0.041	0.0	0.0	0.0	0.009	0.041	0.0	0.078	0.004	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT3	P56703	False	WNT3_HUMAN		CPI-SC0ACB46CDE	0.0	0.018	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC03E162C20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SC033C6423D	0.011	0.01	0.0	0.0	0.0	0.005	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC0DD562B41	0.002	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.047	0.0	0.0	0.0	0.024	0.002	0.04	0.075	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC0D06695E4	0.032	0.071	0.0	0.0	0.011	0.004	0.062	0.0	0.016	0.021	0.0	0.0	0.0	0.003	0.005	0.002	0.026	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC07E1924FB	0.083	0.088	0.182	0.0	0.02	0.0	0.043	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.005	0.0	0.035	0.0	0.0	0.0	0.096	0.0	0.007	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC07F714A57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC0171B2960	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.003	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC0EDC637EC	0.0	0.011	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.005	0.0	0.017	0.0	0.0	0.0	0.0	0.007	0.0	0.009
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SC0F00C86AC	0.019	0.039	0.0	0.0	0.009	0.017	0.0	0.11	0.0	0.201	0.0	0.0	0.0	0.004	0.009	0.0	0.0	0.034	0.025	0.173	0.0	0.012	0.159	0.125	0.044
WNT1	P04628	False	WNT1_HUMAN		CPI-SC06419700D	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.013	0.009
WNT11	O96014	False	WNT11_HUMAN		CPI-SC0714EE585	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC0115378E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.003
WNT2	P09544	False	WNT2_HUMAN		CPI-SC0B3337FB4	0.0	0.0	0.0	0.0	0.402	0.548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.005
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC0DE64F872	0.009	0.01	0.0	0.0	0.034	0.041	0.0	0.0	0.0	0.009	0.041	0.0	0.078	0.004	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT3	P56703	False	WNT3_HUMAN		CPI-SC026062296	0.0	0.018	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC0E5329148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SC052C897AB	0.011	0.01	0.0	0.0	0.0	0.005	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC09CB5E882	0.002	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.047	0.0	0.0	0.0	0.024	0.002	0.04	0.075	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC01F6AC0E2	0.032	0.071	0.0	0.0	0.011	0.004	0.062	0.0	0.016	0.021	0.0	0.0	0.0	0.003	0.005	0.002	0.026	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC0CBE0F4A0	0.083	0.088	0.182	0.0	0.02	0.0	0.043	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.005	0.0	0.035	0.0	0.0	0.0	0.096	0.0	0.007	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC06078DB4B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC0E74F7843	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.003	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC02FD11A30	0.0	0.011	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.005	0.0	0.017	0.0	0.0	0.0	0.0	0.007	0.0	0.009
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SC0AB470FD0	0.019	0.039	0.0	0.0	0.009	0.017	0.0	0.11	0.0	0.201	0.0	0.0	0.0	0.004	0.009	0.0	0.0	0.034	0.025	0.173	0.0	0.012	0.159	0.125	0.044
WNT1	P04628	False	WNT1_HUMAN		CPI-SC0B8DA0A10	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.013	0.009
WNT11	O96014	False	WNT11_HUMAN		CPI-SC0D837BE1B	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC067A0FAD8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.003
WNT2	P09544	False	WNT2_HUMAN		CPI-SC0F9BC4D34	0.0	0.0	0.0	0.0	0.402	0.548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.005
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC063E27411	0.009	0.01	0.0	0.0	0.034	0.041	0.0	0.0	0.0	0.009	0.041	0.0	0.078	0.004	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT3	P56703	False	WNT3_HUMAN		CPI-SC06C2EDE8B	0.0	0.018	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC07CD59D6A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SC006CB27E1	0.011	0.01	0.0	0.0	0.0	0.005	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC00FA2B152	0.002	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.047	0.0	0.0	0.0	0.024	0.002	0.04	0.075	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC059D7F9EE	0.032	0.071	0.0	0.0	0.011	0.004	0.062	0.0	0.016	0.021	0.0	0.0	0.0	0.003	0.005	0.002	0.026	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC0F73E951B	0.083	0.088	0.182	0.0	0.02	0.0	0.043	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.005	0.0	0.035	0.0	0.0	0.0	0.096	0.0	0.007	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC0B5A3F59F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC0BFCEDA56	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.003	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC0C6A402E9	0.0	0.011	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.005	0.0	0.017	0.0	0.0	0.0	0.0	0.007	0.0	0.009
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SC039BEEDE4	0.019	0.039	0.0	0.0	0.009	0.017	0.0	0.11	0.0	0.201	0.0	0.0	0.0	0.004	0.009	0.0	0.0	0.034	0.025	0.173	0.0	0.012	0.159	0.125	0.044
WNT1	P04628	False	WNT1_HUMAN		CPI-SC062B25672	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.013	0.009
WNT11	O96014	False	WNT11_HUMAN		CPI-SC04590CF27	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC0277D6476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.003
WNT2	P09544	False	WNT2_HUMAN		CPI-SC0B4E996CD	0.0	0.0	0.0	0.0	0.402	0.548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.005
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC0DBD2C78A	0.009	0.01	0.0	0.0	0.034	0.041	0.0	0.0	0.0	0.009	0.041	0.0	0.078	0.004	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT3	P56703	False	WNT3_HUMAN		CPI-SC0596FD9F6	0.0	0.018	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC0889E4F05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SC07D38F0B5	0.011	0.01	0.0	0.0	0.0	0.005	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC07DA6989D	0.002	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.047	0.0	0.0	0.0	0.024	0.002	0.04	0.075	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC0C1671F4D	0.032	0.071	0.0	0.0	0.011	0.004	0.062	0.0	0.016	0.021	0.0	0.0	0.0	0.003	0.005	0.002	0.026	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC0185A7BDE	0.083	0.088	0.182	0.0	0.02	0.0	0.043	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.005	0.0	0.035	0.0	0.0	0.0	0.096	0.0	0.007	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC0B6D1BF72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC06EFB9697	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.003	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC0F68FD442	0.0	0.011	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.005	0.0	0.017	0.0	0.0	0.0	0.0	0.007	0.0	0.009
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SS0BAA8AA30	0.019	0.039	0.0	0.0	0.009	0.017	0.0	0.11	0.0	0.201	0.0	0.0	0.0	0.004	0.009	0.0	0.0	0.034	0.025	0.173	0.0	0.012	0.159	0.125	0.044
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0961DD05D	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.013	0.009
WNT11	O96014	False	WNT11_HUMAN		CPI-SS01072357C	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SS075B13211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.003
WNT2	P09544	False	WNT2_HUMAN		CPI-SS02704D1B8	0.0	0.0	0.0	0.0	0.402	0.548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.005
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS0786D3749	0.009	0.01	0.0	0.0	0.034	0.041	0.0	0.0	0.0	0.009	0.041	0.0	0.078	0.004	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT3	P56703	False	WNT3_HUMAN		CPI-SS0A10C2A8F	0.0	0.018	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0CCE526F7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0EE63435D	0.011	0.01	0.0	0.0	0.0	0.005	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS007954822	0.002	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.047	0.0	0.0	0.0	0.024	0.002	0.04	0.075	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SS05C7CF827	0.032	0.071	0.0	0.0	0.011	0.004	0.062	0.0	0.016	0.021	0.0	0.0	0.0	0.003	0.005	0.002	0.026	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SS0BD98A044	0.083	0.088	0.182	0.0	0.02	0.0	0.043	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.005	0.0	0.035	0.0	0.0	0.0	0.096	0.0	0.007	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS0123EE122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS03BC3A729	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.003	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SS0EBBBD522	0.0	0.011	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.005	0.0	0.017	0.0	0.0	0.0	0.0	0.007	0.0	0.009
WNT1	P04628	False	WNT1_HUMAN		CPI-SS08D5BE130	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.013	0.009
WNT11	O96014	False	WNT11_HUMAN		CPI-SS0672B7F35	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SS0E27F8FC9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.003
WNT2	P09544	False	WNT2_HUMAN		CPI-SS09F9914EE	0.0	0.0	0.0	0.0	0.402	0.548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.005
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS040DBE4BA	0.009	0.01	0.0	0.0	0.034	0.041	0.0	0.0	0.0	0.009	0.041	0.0	0.078	0.004	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT3	P56703	False	WNT3_HUMAN		CPI-SS04FD5CAA2	0.0	0.018	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0084A1684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0568E47E6	0.011	0.01	0.0	0.0	0.0	0.005	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
